mot;affichage;longueur;categorie;definition;registre;niveau;verif
ROSENBORG;Rosenborg;9;clubs;Il est installé à Trondheim;factuel;3;implantation
ROSENBORG;Rosenborg;9;clubs;Neuf lettres blanc et noir de Scandinavie;joueur;3;couleurs du club
ROSENGARD;Rosengård;9;feminin;Club suédois multiple champion national;factuel;3;hégémonie locale
ROSENGARD;Rosengård;9;feminin;Marta y a joué plusieurs saisons;factuel;3;passage de la Brésilienne
ROSENGARD;Rosengård;9;feminin;Neuf lettres installées à Malmö;joueur;3;implantation du club
ROSSONERI;Rossoneri;9;clubs;Surnom des joueurs d'un club milanais;factuel;2;AC Milan
ROSSONERI;Rossoneri;9;clubs;Il vient du rouge et du noir du maillot;factuel;2;traduction du surnom
ROSSONERI;Rossoneri;9;clubs;Neuf lettres qui ont recruté Ramos en 2026;joueur;3;transfert de 74 millions
ROTTERDAM;Rotterdam;9;clubs;Ville du plus grand port d'Europe;factuel;1;géographie
ROTTERDAM;Rotterdam;9;clubs;Son club fut le premier Néerlandais sacré en Europe;factuel;3;titre de 1970
ROTTERDAM;Rotterdam;9;clubs;Neuf lettres rivales d'Amsterdam;joueur;2;rivalité nationale
ROUDOUROU;Roudourou;9;stades;Enceinte bretonne du club des Côtes-d'Armor;factuel;3;Guingamp
ROUDOUROU;Roudourou;9;stades;Son nom signifie petit gué en breton;factuel;3;étymologie
ROUDOUROU;Roudourou;9;stades;Neuf lettres dans une toute petite ville;joueur;3;particularité du club
SALZBOURG;Salzbourg;9;clubs;Club autrichien lié à une marque de boisson;factuel;2;projet du groupe
SALZBOURG;Salzbourg;9;clubs;Haaland y a explosé avant de partir;factuel;2;tremplin du buteur
SALZBOURG;Salzbourg;9;clubs;Neuf lettres de la ville natale de Mozart;joueur;1;patrimoine local
SAMPDORIA;Sampdoria;9;clubs;Club génois rival du Genoa;factuel;2;derby de la Lanterne
SAMPDORIA;Sampdoria;9;clubs;Champion d'Italie en 1991 puis finaliste européen;factuel;3;apogée du club
SAMPDORIA;Sampdoria;9;clubs;Neuf lettres au maillot bleu à bandes;joueur;3;tenue reconnaissable
SANTANDER;Santander;9;clubs;Ville cantabrique au club du Racing;factuel;3;championnat espagnol
SANTANDER;Santander;9;clubs;Elle donne son nom à une grande banque;factuel;2;économie locale
SANTANDER;Santander;9;clubs;Neuf lettres au bord de la mer Cantabrique;joueur;3;géographie
SCORPIONS;Scorpions;9;selections;Surnom de la sélection gambienne;factuel;3;emblème du pays
SCORPIONS;Scorpions;9;selections;Elle a atteint les quarts de la CAN en 2022;factuel;3;première participation
SCORPIONS;Scorpions;9;selections;Neuf lettres qui portent aussi le nom d'un groupe;joueur;2;homonymie musicale
SELECTION;sélection;9;selections;Équipe qui représente un pays;factuel;1;équipe nationale
SELECTION;sélection;9;selections;Y être appelé est le rêve de tout joueur;factuel;1;consécration
SELECTION;sélection;9;selections;Neuf lettres qui ne se choisissent pas toujours;joueur;2;cas des binationaux
SEPTEMBRE;septembre;9;fillfoot;Mois des premières trêves internationales;factuel;1;calendrier FIFA
SEPTEMBRE;septembre;9;fillfoot;Le classement n'y veut encore rien dire;joueur;1;adage consacré
SERPENTIN;serpentin;9;culture;Rouleau de papier lancé depuis les gradins;factuel;2;animation d'avant-match
SERPENTIN;serpentin;9;culture;Il retombe souvent sur la pelouse;factuel;1;conséquence du lancer
SERPENTIN;serpentin;9;culture;Neuf lettres qui retardent le coup d'envoi;joueur;2;nettoyage du terrain
SERRETETE;serre-tête;9;feminin;Bandeau qui retient les cheveux en jeu;factuel;1;accessoire du terrain
SERRETETE;serre-tête;9;feminin;Il glisse souvent en plein duel;joueur;1;désagrément du match
SERRETETE;serre-tête;9;feminin;Neuf lettres aux couleurs du club;factuel;1;personnalisation
SHEFFIELD;Sheffield;9;clubs;Ville anglaise du plus vieux club du monde;factuel;3;fondé en 1857
SHEFFIELD;Sheffield;9;clubs;Elle compte deux clubs rivaux;factuel;3;derby d'acier
SHEFFIELD;Sheffield;9;clubs;Neuf lettres au passé sidérurgique;joueur;2;histoire locale
SIGNATURE;signature;9;coachs;Geste ou principe propre à un technicien;factuel;1;marque personnelle
SIGNATURE;signature;9;coachs;Elle désigne aussi le paraphe sur un contrat;factuel;1;double sens
SIGNATURE;signature;9;coachs;Neuf lettres qui identifient une équipe;joueur;1;reconnaissance du style
SLOVAQUIE;Slovaquie;9;selections;Sélection qui a éliminé l'Italie du Mondial 2010;factuel;3;exploit en poules
SLOVAQUIE;Slovaquie;9;selections;Elle est née de la partition d'un pays voisin;factuel;3;séparation de 1993
SLOVAQUIE;Slovaquie;9;selections;Neuf lettres bleu et blanc;joueur;3;couleurs nationales
SOCCEROOS;Socceroos;9;selections;Surnom de la sélection australienne;factuel;2;jeu de mots local
SOCCEROOS;Socceroos;9;selections;Elle a changé de confédération pour l'Asie;factuel;3;bascule de 2006
SOCCEROOS;Socceroos;9;selections;Neuf lettres qui mêlent soccer et kangourou;joueur;2;construction du mot
SOLSKJAER;Solskjaer;9;legendes;Son but à la dernière seconde a offert la C1 en 1999;factuel;1;finale de Barcelone
SOLSKJAER;Solskjaer;9;legendes;Norvégien surnommé l'assassin au visage d'ange;factuel;2;surnom du joueur
SOLSKJAER;Solskjaer;9;legendes;Neuf lettres revenues entraîner leur club;joueur;2;reconversion
SOUTHGATE;Southgate;9;coachs;Sélectionneur anglais des deux finales d'Euro;factuel;1;2021 et 2024
SOUTHGATE;Southgate;9;coachs;Il portait un gilet devenu culte;factuel;1;tenue du banc
SOUTHGATE;Southgate;9;coachs;Neuf lettres qui avaient raté un penalty en 1996;joueur;2;joueur puis coach
SPALLETTI;Spalletti;9;coachs;Technicien italien champion avec Naples en 2023;factuel;2;premier titre depuis Maradona
SPALLETTI;Spalletti;9;coachs;Il est devenu sélectionneur de son pays;factuel;2;banc de la Squadra
SPALLETTI;Spalletti;9;coachs;Neuf lettres au crâne rasé;joueur;2;silhouette du coach
SPECTACLE;spectacle;9;fillfoot;Ce que le public vient chercher au stade;factuel;1;attente du spectateur
SPECTACLE;spectacle;9;fillfoot;Zéro à zéro, il n'y en a pas eu;joueur;1;rencontre ennuyeuse
STOCKHOLM;Stockholm;9;clubs;Capitale suédoise à trois clubs de l'élite;factuel;2;football suédois
STOCKHOLM;Stockholm;9;clubs;Elle a reçu la finale du Mondial 1958;factuel;2;victoire brésilienne
STOCKHOLM;Stockholm;9;clubs;Neuf lettres bâties sur des îles;joueur;2;géographie
STOICHKOV;Stoichkov;9;legendes;Ballon d'Or bulgare de 1994;factuel;2;attaquant du Barça
STOICHKOV;Stoichkov;9;legendes;Il a porté son pays en demi-finale du Mondial;factuel;2;édition américaine
STOICHKOV;Stoichkov;9;legendes;Neuf lettres au caractère aussi fort que le pied gauche;joueur;2;réputation du joueur
STUTTGART;Stuttgart;9;clubs;Club souabe qui a fourni quatre internationaux en 2026;factuel;2;contingent allemand
STUTTGART;Stuttgart;9;clubs;Nübel et Undav y évoluaient avant le Mondial;factuel;3;liste de Nagelsmann
STUTTGART;Stuttgart;9;clubs;Neuf lettres rouge et blanc du Bade-Wurtemberg;joueur;3;couleurs du club
SUPPLEANT;suppléant;9;coachs;Celui qui remplace l'entraîneur suspendu;factuel;1;rôle de l'adjoint
SUPPLEANT;suppléant;9;coachs;Il donne les consignes depuis le bord du terrain;factuel;1;mission du jour
SUPPLEANT;suppléant;9;coachs;Neuf lettres promues pour une soirée;joueur;1;situation temporaire
SUPPORTER;supporter;9;vocab;Il suit son club à domicile et au dehors;factuel;1;public fidèle
SUPPORTER;supporter;9;vocab;Il connaît la compo mieux que le staff;joueur;1;passion du public
SURNOMBRE;surnombre;9;vocab;Situation où l'on a un joueur de plus;factuel;2;supériorité numérique
SURNOMBRE;surnombre;9;vocab;Trois contre deux, et il faut conclure;joueur;1;occasion à saisir
TALONNADE;talonnade;9;vocab;Transmission donnée de l'arrière du pied;factuel;2;geste technique
TALONNADE;talonnade;9;vocab;Madjer l'a rendue immortelle en 1987;joueur;3;finale européenne
TAMBOURIN;tambourin;9;culture;Petit instrument à percussion des tribunes;factuel;2;matériel du virage
TAMBOURIN;tambourin;9;culture;Il accompagne le tambour et le mégaphone;factuel;2;orchestre du gradin
TAMBOURIN;tambourin;9;culture;Neuf lettres qui donnent la cadence;joueur;2;rôle dans le chant
TECHNIQUE;technique;9;vocab;Maîtrise des gestes avec le ballon;factuel;1;bagage du joueur
TECHNIQUE;technique;9;vocab;Le geste qui l'est se revoit au ralenti;joueur;1;qualité d'exécution
TERSTEGEN;Ter Stegen;9;legendes;Gardien allemand titulaire du Barça;factuel;2;carrière catalane
TERSTEGEN;Ter Stegen;9;legendes;Il a longtemps été barré en sélection par Neuer;factuel;2;concurrence au poste
TERSTEGEN;Ter Stegen;9;legendes;Neuf lettres très à l'aise au pied;joueur;2;style du portier
TIELEMANS;Tielemans;9;actuels;Milieu belge formé à Anderlecht;factuel;2;club bruxellois
TIELEMANS;Tielemans;9;actuels;International belge éclos très jeune;factuel;2;précocité du joueur
TIELEMANS;Tielemans;9;actuels;Neuf lettres sorties du centre mauve;joueur;2;produit de la formation
TIRSAUBUT;tirs au but;9;vocab;Série de onze mètres pour départager;factuel;1;épreuve de départage
TIRSAUBUT;tirs au but;9;vocab;La loterie qui fait pleurer un pays entier;joueur;1;expression consacrée
TITULAIRE;titulaire;9;vocab;Il commence la rencontre sur la pelouse;factuel;1;joueur du onze de départ
TITULAIRE;titulaire;9;vocab;Perdre sa place fait mal à l'orgueil;joueur;2;concurrence au poste
TOTTENHAM;Tottenham;9;clubs;Club londonien jamais relégué depuis 1992;factuel;2;six clubs dans ce cas
TOTTENHAM;Tottenham;9;clubs;Il a recruté Tonali, Van Hecke et Robertson en 2026;factuel;2;mercato estival très actif
TOTTENHAM;Tottenham;9;clubs;Neuf lettres du nord de Londres;joueur;1;implantation du club
TRADITION;tradition;9;fillfoot;Usage transmis d'une saison à l'autre;factuel;1;coutume du club
TRADITION;tradition;9;fillfoot;L'échange des fanions en est une;factuel;2;protocole d'avant-match
TRADITION;tradition;9;fillfoot;Perdre chez eux en est devenue une;joueur;2;série défavorable
TRANSFERT;transfert;9;vocab;Passage d'un joueur d'un club à un autre;factuel;1;opération du mercato
TRANSFERT;transfert;9;vocab;Le montant fuite toujours avant l'annonce;joueur;1;rumeurs de presse
TREZEGUET;Trezeguet;9;legendes;Auteur du but en or de l'Euro 2000;factuel;1;finale contre l'Italie
TREZEGUET;Trezeguet;9;legendes;Champion du monde 1998 puis buteur de la Juventus;factuel;1;carrière du joueur
TREZEGUET;Trezeguet;9;legendes;Neuf lettres qui ne touchaient qu'un ballon sur trois;joueur;2;profil du finisseur
TRICOLORE;tricolore;9;selections;Adjectif qui désigne tout ce qui est français;factuel;1;usage courant
TRICOLORE;tricolore;9;selections;Il renvoie aux trois couleurs du drapeau;factuel;1;origine du terme
TRICOLORE;tricolore;9;selections;Neuf lettres devant sélection dans les journaux;joueur;1;usage médiatique
TROMPETTE;trompette;9;fillfoot;Instrument qui accompagne les chants du virage;factuel;1;animation des tribunes
TROMPETTE;trompette;9;fillfoot;Elle sonne la charge quand l'équipe se réveille;joueur;1;image consacrée
UPAMECANO;Upamecano;9;actuels;Défenseur central tricolore passé par Leipzig;factuel;2;parcours en Bundesliga
UPAMECANO;Upamecano;9;actuels;Il était du Mondial 2022 comme de celui de 2026;factuel;2;deux phases finales
UPAMECANO;Upamecano;9;actuels;Neuf lettres pour un roc de la charnière;joueur;1;longueur du patronyme
VAINQUEUR;vainqueur;9;competitions;Celui qui soulève le trophée;factuel;1;lauréat de l'épreuve
VAINQUEUR;vainqueur;9;competitions;Crystal Palace l'a été en Conférence en 2026;factuel;3;titre européen
VAINQUEUR;vainqueur;9;competitions;Neuf lettres inscrites sur le socle de la coupe;joueur;2;gravure du trophée
VANBASTEN;Van Basten;9;legendes;Sa volée en finale de l'Euro 1988 est un chef-d'œuvre;factuel;1;but depuis l'angle
VANBASTEN;Van Basten;9;legendes;Triple Ballon d'Or néerlandais;factuel;2;1988, 1989 et 1992
VANBASTEN;Van Basten;9;legendes;Neuf lettres à la carrière écourtée trop tôt;joueur;2;retraite précoce
VANCOUVER;Vancouver;9;stades;Ville canadienne hôte du Mondial 2026;factuel;2;organisation partagée
VANCOUVER;Vancouver;9;stades;Elle borde le Pacifique;factuel;1;géographie
VANCOUVER;Vancouver;9;stades;Neuf lettres qui ont reçu les Jeux d'hiver en 2010;joueur;2;olympisme
VANDERSAR;Van der Sar;9;legendes;Son arrêt a offert la C1 à United en 2008;factuel;2;séance de Moscou
VANDERSAR;Van der Sar;9;legendes;Gardien néerlandais passé par l'Ajax et la Juventus;factuel;2;carrière du joueur
VANDERSAR;Van der Sar;9;legendes;Neuf lettres immenses devant leur cage;joueur;2;gabarit du portier
VANDERSON;Vanderson;9;actuels;Latéral droit brésilien de Monaco;factuel;3;couloir monégasque
VANDERSON;Vanderson;9;actuels;Il est arrivé de Grêmio en 2022;factuel;3;transfert du joueur
VANDERSON;Vanderson;9;actuels;Neuf lettres qui montent beaucoup;joueur;3;style du latéral
VANHOUTTE;Vanhoutte;9;actuels;Milieu parti de Nice à Feyenoord;factuel;3;transfert de l'été 2026
VANHOUTTE;Vanhoutte;9;actuels;Il a quitté la Côte d'Azur pour les Pays-Bas;factuel;3;destination du transfert
VANHOUTTE;Vanhoutte;9;actuels;Neuf lettres qui ont fait leurs valises;joueur;2;départ de l'été
VANPERSIE;Van Persie;9;legendes;Sa tête plongeante contre l'Espagne est restée culte;factuel;1;Mondial 2014
VANPERSIE;Van Persie;9;legendes;Attaquant néerlandais d'Arsenal puis de United;factuel;2;carrière anglaise
VANPERSIE;Van Persie;9;legendes;Neuf lettres qui ont plané avant de marquer;joueur;1;image du but
VELODROME;Vélodrome;9;stades;Enceinte marseillaise aux virages célèbres;factuel;1;Olympique de Marseille
VELODROME;Vélodrome;9;stades;Son nom vient d'une piste cyclable disparue;factuel;2;origine du nom
VELODROME;Vélodrome;9;stades;Neuf lettres qui accueillent soixante mille personnes;joueur;1;capacité du stade
VENEZUELA;Venezuela;9;selections;Seule sélection sud-américaine jamais qualifiée;factuel;3;absence en Coupe du monde
VENEZUELA;Venezuela;9;selections;Le pays est davantage tourné vers le baseball;factuel;3;culture sportive locale
VENEZUELA;Venezuela;9;selections;Neuf lettres surnommées la Vinotinto;joueur;3;couleur du maillot
VESTIAIRE;vestiaire;9;vocab;Pièce où l'équipe se change avant d'entrer;factuel;1;local de l'équipe
VESTIAIRE;vestiaire;9;vocab;Quand il explose, la saison est terminée;joueur;2;crise interne
VILASBOAS;Villas-Boas;9;coachs;Technicien portugais passé par Marseille;factuel;2;banc phocéen
VILASBOAS;Villas-Boas;9;coachs;Il a gagné la Ligue Europa avec Porto à 33 ans;factuel;2;précocité du coach
VILASBOAS;Villas-Boas;9;coachs;Neuf lettres devenues président de leur club;joueur;2;reconversion dirigeante
VOLKSPARK;Volkspark;9;stades;Enceinte du grand port allemand;factuel;3;Hambourg
VOLKSPARK;Volkspark;9;stades;Son nom signifie parc du peuple;factuel;3;traduction
VOLKSPARK;Volkspark;9;stades;Neuf lettres qui affichent une horloge de la Bundesliga;joueur;3;particularité du stade
VOMITOIRE;vomitoire;9;stades;Passage par lequel le public accède aux gradins;factuel;3;architecture du stade
VOMITOIRE;vomitoire;9;stades;Le mot vient des amphithéâtres romains;factuel;2;étymologie
VOMITOIRE;vomitoire;9;stades;Neuf lettres au nom peu appétissant;joueur;2;sonorité du terme
WANDERERS;Wanderers;9;clubs;Mot présent dans le nom de clubs anglais;factuel;3;Bolton et Wolverhampton
WANDERERS;Wanderers;9;clubs;Un club de ce nom a gagné la première Coupe anglaise;factuel;3;édition de 1872
WANDERERS;Wanderers;9;clubs;Neuf lettres qui signifient vagabonds;joueur;2;traduction
WESTFALEN;Westfalen;9;stades;Enceinte du club au mur jaune;factuel;1;Dortmund
WESTFALEN;Westfalen;9;stades;Sa tribune debout est la plus vaste d'Europe;factuel;1;vingt-cinq mille places
WESTFALEN;Westfalen;9;stades;Neuf lettres qui portent le nom d'une région;joueur;2;toponymie allemande
WIJNALDUM;Wijnaldum;9;legendes;Son doublé a renversé le Barça à Anfield en 2019;factuel;2;demi-finale de C1
WIJNALDUM;Wijnaldum;9;legendes;Milieu néerlandais de Liverpool;factuel;2;carrière anglaise
WIJNALDUM;Wijnaldum;9;legendes;Neuf lettres entrées à la pause pour tout changer;joueur;2;remplaçant décisif
WOLFSBURG;Wolfsburg;9;feminin;Club allemand recordman de titres nationaux;factuel;2;hégémonie en Bundesliga
WOLFSBURG;Wolfsburg;9;feminin;Il a gagné deux Ligues des champions;factuel;2;2013 et 2014
WOLFSBURG;Wolfsburg;9;feminin;Neuf lettres vertes de Basse-Saxe;joueur;3;couleurs du club
YOUNGBOYS;Young Boys;9;clubs;Club de la capitale suisse;factuel;3;championnat helvétique
YOUNGBOYS;Young Boys;9;clubs;Il joue sur une pelouse synthétique;factuel;3;particularité de l'enceinte
YOUNGBOYS;Young Boys;9;clubs;Neuf lettres jaune et noir au nom anglais;joueur;3;dénomination du club
ZAMBROTTA;Zambrotta;9;legendes;Latéral italien champion du monde en 2006;factuel;2;titre allemand
ZAMBROTTA;Zambrotta;9;legendes;Il jouait aussi bien à droite qu'à gauche;factuel;2;polyvalence du joueur
ZAMBROTTA;Zambrotta;9;legendes;Neuf lettres qui montaient sans arrêt;joueur;2;profil du latéral
ZONEMIXTE;zone mixte;9;culture;Couloir où les joueurs croisent les journalistes;factuel;2;après-match
ZONEMIXTE;zone mixte;9;culture;Certains la traversent sans s'arrêter;factuel;1;refus de parler
ZONEMIXTE;zone mixte;9;culture;Neuf lettres où tombent les petites phrases;joueur;2;déclarations marquantes
ZUBIMENDI;Zubimendi;9;actuels;Milieu espagnol arrivé à Arsenal en 2025;factuel;2;transfert du joueur
ZUBIMENDI;Zubimendi;9;actuels;Il a été champion du monde en 2026;factuel;2;titre de la Roja
ZUBIMENDI;Zubimendi;9;actuels;Neuf lettres formées au Pays basque;joueur;3;centre de la Sociedad
ABNEGATION;abnégation;10;fillfoot;Renoncement de l'individu pour le collectif;factuel;1;sacrifice consenti
